City,Area,Avg_Price_per_sqft,Avg_Rent,Safety_Score,Pollution_Index,Hospital_Distance_km,School_Distance_km,Metro_Distance_km,Grocery_Distance_km,Internet_Speed_Mbps,Power_Backup,Water_Availability_Score,Lifestyle_Score,Green_Space_Score,Pollution_Index_Adjusted,Safety_Score_Adjusted,Price_Score,Pollution_Score,Hospital_Score,School_Score,Metro_Score,Grocery_Score,Location_Score
Mumbai,Borivali West,17119,44420,7.0,215,1.6,1.56,2.87,1.16,75,1,6.5,9.5,5.7,220,7.2,4881,30,3.4,3.44,2.13,3.84,989.8465
Delhi NCR,South Delhi,17221,24741,6.9,61,3.35,3.5,2.69,0.94,67,1,6.2,7.6,8.2,81,6.5,4779,169,1.65,1.5,2.31,4.0600000000000005,989.7030000000001
Delhi NCR,Faridabad,17161,56748,5.9,146,1.12,3.11,1.24,0.51,103,1,8.5,6.5,8.2,166,5.5,4839,84,3.88,1.8900000000000001,3.76,4.49,989.678
Mumbai,Borivali West,17196,53772,8.2,118,2.23,2.2,1.47,0.61,111,1,7.9,6.9,7.7,123,8.399999999999999,4804,127,2.77,2.8,3.5300000000000002,4.39,989.5985000000001
Hyderabad,Jubilee Hills,17133,51750,8.3,194,2.06,2.85,0.97,0.64,103,1,7.0,7.3,6.3,204,8.4,4867,46,2.94,2.15,4.03,4.36,989.5720000000001
Chennai,Anna Nagar,17152,48379,8.9,174,1.76,1.87,2.07,0.58,93,1,6.1,6.3,7.3,179,9.200000000000001,4848,71,3.24,3.13,2.93,4.42,989.533
Bengaluru,Marathahalli,17151,23623,6.2,176,1.44,1.63,0.39,0.23,93,1,9.3,7.4,6.1,184,6.7,4849,66,3.56,3.37,4.61,4.77,989.5215000000002
Hyderabad,Secunderabad,17225,62285,6.6,71,1.42,3.2,2.26,1.08,105,1,6.7,6.8,8.6,81,6.699999999999999,4775,169,3.58,1.7999999999999998,2.74,3.92,989.356
Bengaluru,HSR Layout,17156,31962,7.3,172,1.62,1.76,2.32,0.83,82,1,6.8,7.9,9.5,180,7.8,4844,70,3.38,3.24,2.68,4.17,989.3205
Mumbai,Bandra East,17124,52815,9.2,211,1.39,1.7,2.32,0.93,62,1,6.1,6.4,5.8,216,9.399999999999999,4876,34,3.6100000000000003,3.3,2.68,4.07,989.2740000000001
Chennai,OMR,17235,22374,5.6,64,1.66,3.19,1.14,0.22,90,1,9.4,6.3,6.6,69,5.8999999999999995,4765,181,3.34,1.81,3.8600000000000003,4.78,989.2685
Pune,Pimple Saudagar,17129,21856,6.3,199,1.92,1.8,1.45,0.54,116,1,9.1,7.0,6.8,214,6.8999999999999995,4871,36,3.08,3.2,3.55,4.46,989.1935000000001
Delhi NCR,Rohini Sec 15,17175,59197,7.8,133,1.42,2.35,0.48,1.0,75,1,8.0,6.6,6.9,153,7.3999999999999995,4825,97,3.58,2.65,4.52,4.0,988.9875
Mumbai,Andheri East,17124,37047,6.0,212,3.27,2.11,2.74,0.98,90,1,7.9,6.1,7.6,217,6.2,4876,33,1.73,2.89,2.26,4.02,988.735
Pune,Hadapsar,17127,20652,8.7,209,3.05,1.03,2.94,0.89,76,1,8.7,7.9,6.9,224,9.299999999999999,4873,26,1.9500000000000002,3.9699999999999998,2.06,4.11,988.5135
Hyderabad,HITEC City,17247,26997,8.8,61,1.58,2.8,1.14,0.7,112,1,9.2,8.7,9.1,71,8.9,4753,179,3.42,2.2,3.8600000000000003,4.3,988.4920000000001
Chennai,Adyar,17210,58493,7.9,107,3.42,2.48,2.22,0.5,73,1,9.3,6.7,8.0,112,8.200000000000001,4790,138,1.58,2.52,2.78,4.5,988.457
Hyderabad,Manikonda,17132,28355,7.4,212,1.67,1.97,0.72,0.26,112,1,7.7,9.2,8.3,222,7.5,4868,28,3.33,3.0300000000000002,4.28,4.74,988.282
Chennai,Tambaram,17153,61921,5.5,184,2.76,2.15,1.08,0.91,88,1,7.6,8.2,9.2,189,5.8,4847,61,2.24,2.85,3.92,4.09,988.2150000000001
Pune,Kothrud,17183,27761,6.8,134,1.67,3.14,2.91,0.91,99,1,6.6,7.7,9.0,149,7.3999999999999995,4817,101,3.33,1.8599999999999999,2.09,4.09,987.9305000000002
Bengaluru,Electronic City,17190,19251,7.1,133,2.91,2.23,1.64,1.15,75,1,8.5,9.0,5.6,141,7.6,4810,109,2.09,2.77,3.3600000000000003,3.85,987.8355
Delhi NCR,Faridabad,17223,39339,8.8,80,1.58,3.38,1.66,0.84,84,1,8.5,7.3,7.3,100,8.4,4777,150,3.42,1.62,3.34,4.16,987.6560000000001
Delhi NCR,Ghaziabad,17162,18732,7.3,163,3.01,1.04,2.12,0.37,67,1,7.4,8.2,9.1,183,6.8999999999999995,4838,67,1.9900000000000002,3.96,2.88,4.63,987.569
Delhi NCR,Saket,17186,21054,6.4,131,1.05,2.7,1.78,0.37,60,1,7.3,9.2,8.7,151,6.0,4814,99,3.95,2.3,3.2199999999999998,4.63,987.565
Hyderabad,Manikonda,17164,43500,9.4,174,1.71,1.49,2.84,0.22,83,1,9.2,6.4,7.1,184,9.5,4836,66,3.29,3.51,2.16,4.78,987.211
Chennai,Anna Nagar,17178,61469,9.2,159,1.1,3.09,1.97,0.76,75,1,7.5,7.4,7.1,164,9.5,4822,86,3.9,1.9100000000000001,3.0300000000000002,4.24,987.1370000000001
Bengaluru,Marathahalli,17199,41136,6.1,118,3.38,2.56,2.24,0.63,82,1,6.6,6.1,6.8,126,6.6,4801,124,1.62,2.44,2.76,4.37,987.0035
Chennai,Velachery,17167,22529,8.6,178,1.43,2.13,1.53,0.89,97,1,7.9,7.7,7.1,183,8.9,4833,67,3.5700000000000003,2.87,3.4699999999999998,4.11,986.6529999999999
Hyderabad,Gachibowli,17213,56287,9.5,112,2.01,1.66,0.93,1.08,67,1,8.1,7.7,6.0,122,9.6,4787,128,2.99,3.34,4.07,3.92,986.5980000000002
Bengaluru,Indiranagar,17139,51978,9.0,211,2.74,2.71,1.98,0.79,68,1,8.3,6.9,7.1,219,9.5,4861,31,2.26,2.29,3.02,4.21,986.5670000000001
Bengaluru,Electronic City,17206,45827,8.2,126,3.07,3.28,0.94,0.86,92,1,8.1,6.7,8.8,134,8.7,4794,116,1.9300000000000002,1.7200000000000002,4.0600000000000005,4.14,986.0525000000001
Mumbai,Kandivali West,17180,51447,7.7,170,2.59,1.28,1.44,1.04,73,1,9.4,8.7,9.0,175,7.9,4820,75,2.41,3.7199999999999998,3.56,3.96,986.0475
Delhi NCR,Greater Noida,17181,49184,5.9,145,1.17,1.41,1.8,1.12,86,1,9.2,8.8,5.7,165,5.5,4819,85,3.83,3.59,3.2,3.88,986.025
Chennai,Adyar,17240,58935,6.7,86,1.91,1.08,2.88,0.96,102,1,8.6,8.1,9.0,91,7.0,4760,159,3.09,3.92,2.12,4.04,986.0005
Mumbai,Bandra East,17139,50898,9.1,217,1.2,2.96,2.63,1.0,86,1,6.3,6.2,9.1,222,9.299999999999999,4861,28,3.8,2.04,2.37,4.0,985.9565
Chennai,T Nagar,17230,43290,9.0,103,1.16,1.04,2.79,0.6,115,1,9.5,7.4,7.3,108,9.3,4770,142,3.84,3.96,2.21,4.4,985.8365
Chennai,T Nagar,17249,29660,7.3,74,1.36,3.5,0.6,1.15,112,1,7.0,9.4,7.4,79,7.6,4751,171,3.6399999999999997,1.5,4.4,3.85,985.7085000000001
Pune,Hadapsar,17136,59486,7.7,213,1.82,2.12,1.53,0.96,76,1,6.1,8.1,7.7,228,8.3,4864,22,3.1799999999999997,2.88,3.4699999999999998,4.04,985.6855
Pune,Baner,17207,56328,5.7,115,2.03,2.22,1.42,0.22,92,1,6.1,9.5,5.7,130,6.3,4793,120,2.97,2.78,3.58,4.78,985.6165000000001
Chennai,Anna Nagar,17217,56485,6.7,119,3.22,2.75,2.33,0.99,109,1,9.4,7.8,9.1,124,7.0,4783,126,1.7799999999999998,2.25,2.67,4.01,985.4315
Hyderabad,Banjara Hills,17142,27270,7.8,215,2.25,3.06,0.33,1.07,106,1,8.1,7.5,8.8,225,7.8999999999999995,4858,25,2.75,1.94,4.67,3.9299999999999997,985.4185000000001
Mumbai,Malad West,17168,32124,5.6,185,2.25,1.06,0.61,0.86,115,1,8.1,9.1,7.1,190,5.8,4832,60,2.75,3.94,4.39,4.14,985.2080000000002
Bengaluru,Marathahalli,17223,23868,5.6,108,1.84,1.77,0.79,0.55,84,1,7.7,8.8,7.2,116,6.1,4777,134,3.16,3.23,4.21,4.45,985.2075000000001
Pune,Kothrud,17180,18088,8.6,163,1.71,1.39,1.37,0.74,69,1,7.7,6.0,8.5,178,9.2,4820,72,3.29,3.6100000000000003,3.63,4.26,984.8684999999999
Pune,Hadapsar,17144,36752,9.5,219,2.48,1.23,1.18,0.75,98,1,8.7,8.9,8.8,234,10.0,4856,16,2.52,3.77,3.8200000000000003,4.25,984.854
Delhi NCR,Noida Sec 62,17216,56852,7.7,107,1.84,1.84,1.76,0.39,102,1,7.0,7.0,8.5,127,7.3,4784,123,3.16,3.16,3.24,4.61,984.8255
Chennai,Porur,17166,30402,7.7,187,1.81,2.81,0.87,0.86,83,1,8.3,6.7,6.0,192,8.0,4834,58,3.19,2.19,4.13,4.14,984.7975000000001
Delhi NCR,Gurgaon DLF Phase 3,17130,27642,5.9,217,1.42,3.08,2.38,0.7,66,1,6.5,7.2,7.9,237,5.5,4870,13,3.58,1.92,2.62,4.3,984.5880000000001
Hyderabad,Kondapur,17233,32529,9.0,95,2.91,3.09,2.94,1.2,71,1,7.6,8.3,6.8,105,9.1,4767,145,2.09,1.9100000000000001,2.06,3.8,984.5790000000001
Mumbai,Borivali West,17173,43216,7.3,184,1.06,1.64,0.41,0.89,66,1,6.4,8.8,7.8,189,7.5,4827,61,3.94,3.3600000000000003,4.59,4.11,984.575
Delhi NCR,Noida Sec 62,17155,57829,6.4,190,1.59,2.93,1.79,0.64,78,1,7.7,8.5,7.6,210,6.0,4845,40,3.41,2.07,3.21,4.36,984.4075
Pune,Hinjewadi,17243,54878,6.6,72,3.11,3.43,1.84,1.14,108,1,8.2,6.3,6.2,87,7.199999999999999,4757,163,1.8900000000000001,1.5699999999999998,3.16,3.8600000000000003,984.397
Mumbai,Bandra East,17219,43547,7.2,124,2.84,1.07,1.83,1.14,102,1,8.4,8.9,7.1,129,7.4,4781,121,2.16,3.9299999999999997,3.17,3.8600000000000003,984.268
Mumbai,Powai,17174,35640,7.6,187,1.22,3.35,2.33,0.81,113,1,7.4,9.5,9.3,192,7.8,4826,58,3.7800000000000002,1.65,2.67,4.1899999999999995,984.2434999999999
Hyderabad,Begumpet,17222,19766,7.1,115,2.61,1.26,1.37,0.87,65,1,8.9,8.2,6.4,125,7.199999999999999,4778,125,2.39,3.74,3.63,4.13,984.1084999999999
Mumbai,Goregaon East,17195,53629,7.6,153,1.47,3.24,1.6,0.32,97,1,8.5,6.6,5.6,158,7.8,4805,92,3.5300000000000002,1.7599999999999998,3.4,4.68,983.9304999999999
Mumbai,Goregaon East,17258,33601,7.5,70,2.28,1.98,1.33,0.83,67,1,6.1,8.0,6.0,75,7.7,4742,175,2.72,3.02,3.67,4.17,983.6370000000001
Hyderabad,Kukatpally,17166,45320,8.3,190,1.76,1.45,0.51,0.97,111,1,6.3,7.3,5.9,200,8.4,4834,50,3.24,3.55,4.49,4.03,983.5715000000001
Mumbai,Bandra East,17237,27659,8.7,105,2.99,3.26,2.12,0.49,105,1,6.9,8.4,9.0,110,8.899999999999999,4763,140,2.01,1.7400000000000002,2.88,4.51,983.5710000000001
Hyderabad,Secunderabad,17237,51317,7.9,96,2.83,3.2,0.86,0.63,60,1,7.5,8.1,6.3,106,8.0,4763,144,2.17,1.7999999999999998,4.14,4.37,983.547
Pune,Kharadi,17155,43336,7.9,205,3.32,2.3,1.8,0.57,61,1,8.2,6.8,9.1,220,8.5,4845,30,1.6800000000000002,2.7,3.2,4.43,983.4515
Pune,Hinjewadi,17155,30941,6.0,201,3.34,1.83,1.64,0.99,103,1,8.4,7.4,7.4,216,6.6,4845,34,1.6600000000000001,3.17,3.3600000000000003,4.01,983.38
Delhi NCR,South Delhi,17202,41868,7.8,136,1.81,3.38,1.48,1.1,80,1,8.8,6.7,8.3,156,7.3999999999999995,4798,94,3.19,1.62,3.52,3.9,983.3345000000002
Chennai,T Nagar,17166,41066,9.4,204,1.37,1.49,0.69,0.6,89,1,8.3,6.9,7.1,209,9.700000000000001,4834,41,3.63,3.51,4.3100000000000005,4.4,983.3275000000002
Pune,Hadapsar,17180,34171,8.5,175,2.72,1.6,0.69,0.83,94,1,7.0,8.2,8.1,190,9.1,4820,60,2.28,3.4,4.3100000000000005,4.17,983.224
Delhi NCR,Rohini Sec 15,17182,39902,8.5,168,1.47,1.13,1.97,0.68,65,1,9.2,7.7,6.5,188,8.1,4818,62,3.5300000000000002,3.87,3.0300000000000002,4.32,982.9875000000001
Chennai,Tambaram,17259,53231,6.7,85,2.89,2.47,0.73,0.37,97,1,9.1,9.2,8.9,90,7.0,4741,160,2.11,2.53,4.27,4.63,982.781
Chennai,Perungudi,17210,42175,7.8,146,3.38,2.16,2.97,0.48,86,1,7.5,9.2,7.2,151,8.1,4790,99,1.62,2.84,2.03,4.52,982.5015000000001
Mumbai,Bandra East,17220,62799,9.2,133,1.88,1.34,0.89,1.11,90,1,7.1,6.5,6.5,138,9.399999999999999,4780,112,3.12,3.66,4.11,3.8899999999999997,982.3919999999999
Mumbai,Kandivali West,17262,64475,8.2,79,2.77,3.16,1.64,0.89,89,1,7.6,7.9,8.0,84,8.399999999999999,4738,166,2.23,1.8399999999999999,3.3600000000000003,4.11,982.206
Delhi NCR,Noida Sec 18,17238,30420,7.8,100,1.33,2.95,1.75,0.22,90,1,8.9,9.5,6.9,120,7.3999999999999995,4762,130,3.67,2.05,3.25,4.78,982.1375000000002
Pune,Wakad,17260,54229,9.0,75,3.2,2.96,2.78,0.33,65,1,9.1,8.3,6.9,90,9.6,4740,160,1.7999999999999998,2.04,2.22,4.67,982.0845
Mumbai,Kandivali West,17218,62279,8.6,139,2.67,1.43,2.49,0.57,118,1,9.2,6.0,7.2,144,8.799999999999999,4782,106,2.33,3.5700000000000003,2.51,4.43,982.0260000000002
Mumbai,Andheri East,17260,37280,7.6,82,2.54,3.45,1.21,0.9,81,1,7.2,7.9,8.2,87,7.8,4740,163,2.46,1.5499999999999998,3.79,4.1,982.01
Bengaluru,JP Nagar,17163,24152,9.1,214,1.89,2.87,1.79,1.02,110,1,8.8,8.1,7.5,222,9.6,4837,28,3.1100000000000003,2.13,3.21,3.98,981.9645000000002
Hyderabad,HITEC City,17175,22067,8.6,186,3.04,3.43,2.67,0.92,90,1,7.3,6.2,5.7,196,8.7,4825,54,1.96,1.5699999999999998,2.33,4.08,981.5659999999999
Bengaluru,Rajajinagar,17177,46625,8.0,195,3.16,2.92,0.61,1.0,63,1,8.4,6.8,8.1,203,8.5,4823,47,1.8399999999999999,2.08,4.39,4.0,981.4465
Mumbai,Andheri West,17218,50054,8.3,148,2.91,3.41,0.63,0.66,90,1,7.1,8.8,9.5,153,8.5,4782,97,2.09,1.5899999999999999,4.37,4.34,981.2835000000001
Mumbai,Kandivali West,17195,30680,8.6,175,3.46,3.46,1.07,1.07,72,1,9.3,8.5,5.6,180,8.799999999999999,4805,70,1.54,1.54,3.9299999999999997,3.9299999999999997,981.191
Pune,Kothrud,17257,31374,8.9,81,2.27,2.95,2.03,0.42,115,1,8.4,6.3,6.3,96,9.5,4743,154,2.73,2.05,2.97,4.58,981.1745000000001
Delhi NCR,Greater Noida,17242,59929,6.6,95,2.5,2.6,2.6,0.41,97,1,8.0,6.7,9.0,115,6.199999999999999,4758,135,2.5,2.4,2.4,4.59,981.1084999999999
Mumbai,Kandivali West,17266,53992,8.0,75,2.23,3.31,1.74,0.82,92,1,6.8,7.0,5.6,80,8.2,4734,170,2.77,1.69,3.26,4.18,980.985
Mumbai,Andheri West,17262,44278,8.8,91,1.62,2.81,1.7,0.28,91,1,8.2,6.3,9.2,96,9.0,4738,154,3.38,2.19,3.3,4.72,980.9135
Hyderabad,Begumpet,17196,63770,6.2,169,2.05,2.72,0.66,0.4,103,1,7.3,6.7,8.7,179,6.3,4804,71,2.95,2.28,4.34,4.6,980.8255
Chennai,Perungudi,17272,18997,7.0,76,2.63,1.44,2.58,0.67,105,1,7.9,8.0,8.6,81,7.3,4728,169,2.37,3.56,2.42,4.33,980.802
Delhi NCR,Ghaziabad,17195,39172,7.4,165,3.29,1.02,1.08,0.3,95,1,7.5,9.4,7.7,185,7.0,4805,65,1.71,3.98,3.92,4.7,980.7964999999999
Delhi NCR,Noida Sec 62,17191,22143,5.7,161,3.24,2.62,2.95,0.57,114,1,7.2,8.5,7.1,181,5.3,4809,69,1.7599999999999998,2.38,2.05,4.43,980.768
Bengaluru,JP Nagar,17226,25961,6.4,140,1.89,1.01,0.84,1.17,83,1,8.9,7.4,8.1,148,6.9,4774,102,3.1100000000000003,3.99,4.16,3.83,980.1885000000001
Bengaluru,Marathahalli,17170,25754,5.6,206,1.98,1.4,2.56,0.4,60,1,6.8,7.2,6.3,214,6.1,4830,36,3.02,3.6,2.44,4.6,980.049
Delhi NCR,Ghaziabad,17266,48935,7.2,75,1.58,3.03,0.79,0.49,86,1,6.6,9.4,8.1,95,6.8,4734,155,3.42,1.9700000000000002,4.21,4.51,979.8915000000001
Bengaluru,Marathahalli,17246,48415,8.8,118,1.59,1.75,0.96,0.85,112,1,8.4,9.4,5.6,126,9.3,4754,124,3.41,3.25,4.04,4.15,979.8025
Mumbai,Powai,17175,43174,5.7,210,1.57,1.57,1.91,0.26,115,1,7.4,6.0,9.4,215,5.9,4825,35,3.4299999999999997,3.4299999999999997,3.09,4.74,979.6285
Mumbai,Navi Mumbai Vashi,17209,45198,8.3,168,3.46,2.57,1.74,0.37,85,1,9.3,6.0,7.7,173,8.5,4791,77,1.54,2.43,3.26,4.63,979.404
Mumbai,Andheri East,17238,50371,7.5,123,2.19,3.29,1.08,0.71,113,1,6.6,6.6,6.1,128,7.7,4762,122,2.81,1.71,3.92,4.29,979.3595000000001
Mumbai,Navi Mumbai Vashi,17289,27395,8.7,67,2.57,1.37,0.81,1.06,119,1,8.4,8.9,6.7,72,8.899999999999999,4711,178,2.43,3.63,4.1899999999999995,3.94,979.2535
Mumbai,Malad West,17257,26674,8.4,110,2.22,2.64,1.11,0.73,82,1,8.5,7.1,8.6,115,8.6,4743,135,2.78,2.36,3.8899999999999997,4.27,979.045
Pune,Pimple Saudagar,17219,60017,8.5,147,2.49,2.23,2.2,0.98,62,1,9.3,6.1,6.6,162,9.1,4781,88,2.51,2.77,2.8,4.02,978.9900000000001
Pune,Baner,17191,60197,5.6,181,2.06,2.76,2.77,0.48,90,1,8.7,7.8,6.4,196,6.199999999999999,4809,54,2.94,2.24,2.23,4.52,978.9645
Mumbai,Borivali West,17229,45358,7.3,144,2.35,2.47,0.83,0.87,76,1,8.3,7.4,6.9,149,7.5,4771,101,2.65,2.53,4.17,4.13,978.897
Hyderabad,Kondapur,17185,29270,6.1,199,2.3,2.32,0.36,0.6,98,1,8.7,7.5,7.4,209,6.199999999999999,4815,41,2.7,2.68,4.64,4.4,978.763
Pune,Viman Nagar,17190,41432,6.3,188,1.71,2.78,2.12,1.06,95,1,8.7,8.9,6.7,203,6.8999999999999995,4810,47,3.29,2.22,2.88,3.94,978.6995000000001
Delhi NCR,Dwarka Sec 12,17269,37541,8.7,83,3.49,2.38,2.19,0.61,111,1,9.3,8.2,8.9,103,8.299999999999999,4731,147,1.5099999999999998,2.62,2.81,4.39,978.6245
Delhi NCR,Saket,17193,43095,6.2,175,1.82,3.07,2.22,1.13,116,1,7.1,8.9,6.4,195,5.8,4807,55,3.1799999999999997,1.9300000000000002,2.78,3.87,978.4640000000002
Bengaluru,Whitefield,17201,40159,7.6,185,3.38,2.07,0.51,0.32,69,1,6.4,7.9,7.9,193,8.1,4799,57,1.62,2.93,4.49,4.68,977.9830000000001
Mumbai,Goregaon East,17280,57203,5.5,80,1.06,2.19,1.03,1.17,95,1,7.5,6.5,8.1,85,5.7,4720,165,3.94,2.81,3.9699999999999998,3.83,977.8824999999999
Mumbai,Andheri East,17251,29590,5.5,126,2.84,3.09,2.3,0.34,99,1,9.3,8.9,8.7,131,5.7,4749,119,2.16,1.9100000000000001,2.7,4.66,977.5145000000001
Pune,Aundh,17245,38805,8.6,124,1.16,2.67,1.51,0.44,80,1,8.4,7.0,5.7,139,9.2,4755,111,3.84,2.33,3.49,4.56,977.3580000000001
Mumbai,Kandivali West,17203,46472,7.0,194,3.29,1.72,0.55,1.08,81,1,6.9,8.2,9.3,199,7.2,4797,51,1.71,3.2800000000000002,4.45,3.92,976.9540000000002
Bengaluru,Rajajinagar,17260,31657,9.3,118,2.28,3.04,1.42,1.01,64,1,8.7,9.2,6.1,126,9.8,4740,124,2.72,1.96,3.58,3.99,976.8874999999999
Chennai,Velachery,17299,21962,7.7,69,2.9,1.44,1.23,1.2,71,1,7.1,8.6,8.6,74,8.0,4701,176,2.1,3.56,3.77,3.8,976.6595000000001
Chennai,Guindy,17301,31451,9.2,72,2.92,1.0,1.23,0.5,75,1,7.5,8.5,9.5,77,9.5,4699,173,2.08,4.0,3.77,4.5,976.6525000000001
Delhi NCR,Faridabad,17263,30378,7.3,101,2.04,1.83,1.81,0.55,73,1,8.0,7.3,8.6,121,6.8999999999999995,4737,129,2.96,3.17,3.19,4.45,976.5155000000002
Bengaluru,Yelahanka,17197,29609,5.6,196,2.24,2.89,2.1,0.71,94,1,6.6,7.1,7.1,204,6.1,4803,46,2.76,2.11,2.9,4.29,976.034
Bengaluru,BTM Layout,17250,58235,7.6,138,2.81,2.12,1.44,0.25,67,1,9.5,7.6,8.2,146,8.1,4750,104,2.19,2.88,3.56,4.75,975.957
Bengaluru,Indiranagar,17285,45784,6.7,84,2.23,1.12,3.0,1.16,62,1,6.2,9.5,5.7,92,7.2,4715,158,2.77,3.88,2.0,3.84,975.7235000000001
Mumbai,Powai,17214,34277,6.4,184,2.16,2.05,2.32,0.74,72,1,8.4,7.4,6.2,189,6.6000000000000005,4786,61,2.84,2.95,2.68,4.26,975.4095
Mumbai,Powai,17222,51665,8.7,181,2.98,3.23,2.93,1.17,81,1,9.1,8.3,8.7,186,8.899999999999999,4778,64,2.02,1.77,2.07,3.83,975.4035
Hyderabad,Gachibowli,17185,19022,6.2,217,1.7,2.69,2.82,0.52,61,1,8.0,7.8,5.6,227,6.3,4815,23,3.3,2.31,2.18,4.48,975.2155
Chennai,T Nagar,17221,53150,7.8,184,2.99,3.0,1.47,0.27,95,1,8.3,8.0,9.2,189,8.1,4779,61,2.01,2.0,3.5300000000000002,4.73,975.1905
Delhi NCR,Greater Noida,17211,45555,6.9,178,1.85,2.97,1.32,0.64,98,1,8.6,7.7,6.8,198,6.5,4789,52,3.15,2.03,3.6799999999999997,4.36,974.983
Mumbai,Thane West,17300,39653,6.9,78,2.34,2.14,1.01,0.45,87,1,7.6,6.3,9.2,83,7.1000000000000005,4700,167,2.66,2.86,3.99,4.55,974.7090000000001
Mumbai,Goregaon East,17203,38262,9.2,214,1.69,2.81,2.47,0.67,97,1,9.3,9.3,6.9,219,9.399999999999999,4797,31,3.31,2.19,2.53,4.33,974.6290000000001
Mumbai,Andheri East,17311,18656,8.1,74,1.88,1.83,0.36,0.97,69,1,8.0,8.7,9.4,79,8.299999999999999,4689,171,3.12,3.17,4.64,4.03,974.2940000000001
Pune,Baner,17286,26244,6.6,90,2.8,1.66,2.09,0.33,101,1,6.6,9.1,6.9,105,7.199999999999999,4714,145,2.2,3.34,2.91,4.67,973.968
Chennai,OMR,17258,33159,9.4,144,2.75,3.14,0.42,0.35,108,1,6.5,8.0,9.3,149,9.700000000000001,4742,101,2.25,1.8599999999999999,4.58,4.65,973.9260000000002
Hyderabad,Begumpet,17251,46726,9.2,149,2.12,3.27,1.61,0.21,71,1,9.1,7.1,8.3,159,9.299999999999999,4749,91,2.88,1.73,3.3899999999999997,4.79,973.8185000000001
Pune,Pimple Saudagar,17196,22240,5.8,218,1.39,2.68,1.87,0.63,115,1,8.5,8.4,9.1,233,6.3999999999999995,4804,17,3.6100000000000003,2.32,3.13,4.37,973.4645
Bengaluru,Yelahanka,17267,42699,8.8,128,2.5,2.86,1.94,0.45,89,1,7.3,7.6,7.0,136,9.3,4733,114,2.5,2.14,3.06,4.55,973.3375
Chennai,Sholinganallur,17280,53243,6.6,112,2.29,1.92,2.82,0.82,108,1,8.9,6.6,7.4,117,6.8999999999999995,4720,133,2.71,3.08,2.18,4.18,973.2225
Chennai,Velachery,17281,33222,9.2,115,2.3,3.31,1.29,1.09,102,1,8.5,6.6,7.4,120,9.5,4719,130,2.7,1.69,3.71,3.91,973.1015000000001
Delhi NCR,Faridabad,17293,35058,8.0,85,2.51,2.7,2.69,0.97,95,1,8.3,7.6,9.2,105,7.6,4707,145,2.49,2.3,2.31,4.03,972.9945
Chennai,Adyar,17235,53397,6.2,178,2.81,3.47,2.91,1.2,65,1,8.8,9.4,9.3,183,6.5,4765,67,2.19,1.5299999999999998,2.09,3.8,972.9915
Pune,Nigdi,17237,32602,7.0,160,2.63,3.39,2.37,0.61,74,1,8.3,6.9,6.5,175,7.6,4763,75,2.37,1.6099999999999999,2.63,4.39,972.8249999999999
Hyderabad,Kondapur,17265,31603,6.6,131,2.17,1.77,2.98,0.96,112,1,8.1,8.2,7.6,141,6.699999999999999,4735,109,2.83,3.23,2.02,4.04,972.818
Bengaluru,Electronic City,17263,35706,5.6,135,1.25,1.39,2.73,0.7,60,1,7.5,7.5,7.3,143,6.1,4737,107,3.75,3.6100000000000003,2.27,4.3,972.6395000000002
Bengaluru,Indiranagar,17250,42909,7.0,157,2.08,3.49,0.74,1.12,66,1,7.2,7.9,9.1,165,7.5,4750,85,2.92,1.5099999999999998,4.26,3.88,972.5604999999999
Pune,Pimple Saudagar,17224,27127,8.6,186,1.75,1.56,0.8,0.47,77,1,8.4,6.3,6.8,201,9.2,4776,49,3.25,3.44,4.2,4.53,972.538
Pune,Hadapsar,17214,53610,5.8,194,2.74,3.15,1.48,0.76,75,1,6.3,7.9,8.4,209,6.3999999999999995,4786,41,2.26,1.85,3.52,4.24,972.3805
Pune,Viman Nagar,17215,42682,7.6,196,2.58,2.42,2.45,0.66,114,1,6.8,8.0,7.4,211,8.2,4785,39,2.42,2.58,2.55,4.34,972.2334999999999
Bengaluru,Hebbal,17280,42056,9.2,120,1.21,1.78,2.23,0.55,105,1,7.1,6.5,7.3,128,9.7,4720,122,3.79,3.2199999999999998,2.77,4.45,972.0845
Mumbai,Andheri West,17314,32912,6.2,76,1.95,1.08,2.31,1.15,110,1,8.1,8.5,6.7,81,6.4,4686,169,3.05,3.92,2.69,3.85,972.0015000000002
Hyderabad,HITEC City,17234,41073,6.5,176,2.88,2.4,1.22,0.8,62,1,6.9,8.2,6.7,186,6.6,4766,64,2.12,2.6,3.7800000000000002,4.2,971.8050000000001
Delhi NCR,Rohini Sec 15,17222,39732,6.1,180,2.76,3.43,1.7,0.28,106,1,6.4,6.7,8.7,200,5.699999999999999,4778,50,2.24,1.5699999999999998,3.3,4.72,971.7495
Delhi NCR,Faridabad,17262,56508,5.9,131,2.87,1.41,1.64,0.34,111,1,9.2,7.5,6.7,151,5.5,4738,99,2.13,3.59,3.3600000000000003,4.66,971.7360000000001
Pune,Kharadi,17302,57679,7.5,86,1.28,1.39,0.95,0.99,104,1,8.9,6.4,6.1,101,8.1,4698,149,3.7199999999999998,3.6100000000000003,4.05,4.01,971.6335
Mumbai,Borivali West,17231,45886,7.9,191,2.01,2.7,0.54,0.43,89,1,8.0,7.8,5.7,196,8.1,4769,54,2.99,2.3,4.46,4.57,971.4480000000001
