City,Area,Avg_Price_per_sqft,Avg_Rent,Safety_Score,Pollution_Index,Hospital_Distance_km,School_Distance_km,Metro_Distance_km,Grocery_Distance_km,Internet_Speed_Mbps,Power_Backup,Water_Availability_Score,Lifestyle_Score,Green_Space_Score
Hyderabad,Begumpet,11381,62208,7.8,156,1.74,2.05,1.26,0.63,117,1,7.8,7.2,6.0
Pune,Nigdi,11771,58840,8.4,116,3.19,1.27,1.61,0.84,82,1,8.7,7.6,5.9
Delhi NCR,Rohini Sec 15,15344,50136,8.0,152,1.05,3.19,0.94,0.95,86,1,8.2,8.7,7.2
Mumbai,Borivali West,16102,55924,6.3,145,1.57,2.23,0.69,0.95,88,1,9.4,7.3,6.1
Bengaluru,Rajajinagar,15108,62838,8.8,86,1.23,2.76,2.38,1.19,82,1,7.9,8.8,5.8
Hyderabad,Secunderabad,8805,64956,5.6,72,2.01,2.81,0.83,0.58,115,1,6.0,6.3,8.8
Bengaluru,Whitefield,8259,57060,9.4,105,3.42,1.97,1.9,0.84,89,1,8.3,9.4,6.5
Bengaluru,Marathahalli,7826,35568,7.2,192,1.36,3.07,2.86,0.56,70,1,6.3,9.4,7.2
Pune,Wakad,10526,46369,8.9,103,1.95,1.19,2.49,0.29,115,1,7.1,9.0,6.8
Chennai,OMR,19234,25319,6.5,84,3.16,1.43,1.7,1.11,88,1,6.8,6.4,8.7
Hyderabad,HITEC City,19782,24648,8.4,136,2.47,2.76,2.0,0.38,99,1,9.0,7.4,8.2
Mumbai,Goregaon East,6843,56125,9.0,102,1.65,1.44,1.25,0.56,84,1,8.4,6.7,6.9
Bengaluru,BTM Layout,8545,57629,7.7,180,3.13,2.98,1.3,0.43,60,1,6.5,6.6,9.4
Hyderabad,Banjara Hills,16523,52538,9.2,67,2.08,2.0,2.87,0.58,88,1,7.3,9.4,6.2
Mumbai,Andheri East,9365,33440,6.0,209,2.6,3.34,0.87,0.84,75,1,7.7,8.3,8.9
Delhi NCR,Dwarka Sec 12,11257,44459,9.3,158,3.22,1.78,1.8,0.36,86,1,6.6,8.4,8.7
Delhi NCR,Ghaziabad,6800,26829,7.8,155,3.42,3.11,2.17,1.06,93,1,6.9,7.1,7.8
Chennai,OMR,18301,42263,5.9,72,2.53,1.34,0.5,0.22,118,1,8.4,6.8,6.6
Mumbai,Borivali West,14007,36904,8.0,101,2.03,2.15,1.17,0.41,118,1,6.0,6.9,7.1
Chennai,T Nagar,14154,24517,7.1,107,2.96,1.1,1.91,0.73,118,1,9.3,9.4,7.1
Pune,Nigdi,19617,34848,7.9,79,2.55,2.16,2.75,0.7,82,1,9.2,6.7,5.8
Pune,Nigdi,13943,25074,9.1,94,1.64,2.93,2.87,0.34,77,1,8.0,7.9,8.7
Chennai,Velachery,19138,63384,8.4,70,1.07,1.7,0.33,0.39,115,1,7.8,7.7,6.9
Pune,Nigdi,10024,30839,7.6,157,1.05,1.18,2.65,0.83,70,1,8.1,8.3,8.6
Delhi NCR,Faridabad,17995,27538,6.6,87,1.27,2.55,2.43,0.92,109,1,8.7,9.2,9.5
Hyderabad,Jubilee Hills,7137,37597,7.3,181,1.12,1.3,1.95,0.39,118,1,7.0,7.4,6.7
Delhi NCR,Rohini Sec 15,14969,42319,8.7,77,3.06,2.45,0.61,0.32,110,1,9.1,9.1,8.1
Bengaluru,HSR Layout,8870,45102,6.2,192,2.57,1.35,1.75,0.32,63,1,7.0,7.1,5.7
Bengaluru,Rajajinagar,9841,40654,9.1,120,3.44,1.67,1.69,0.93,63,1,7.7,6.7,5.8
Hyderabad,HITEC City,14274,59018,7.4,152,1.24,1.53,0.61,0.52,65,1,7.4,7.0,6.7
Mumbai,Malad West,6264,50808,7.1,93,1.25,2.28,1.66,0.28,74,1,7.0,6.3,7.6
Mumbai,Navi Mumbai Vashi,15451,58076,6.4,61,1.57,2.0,1.81,0.26,92,1,6.7,9.5,6.5
Mumbai,Andheri West,19898,18012,7.1,93,1.38,2.94,0.42,0.93,114,1,6.7,7.2,6.5
Mumbai,Borivali West,14394,24264,6.9,172,2.72,3.29,0.78,0.44,61,1,7.3,9.5,6.9
Chennai,Porur,10324,27691,8.8,87,1.49,2.68,0.7,1.2,108,1,6.6,7.7,8.5
Hyderabad,Kukatpally,18742,62782,6.5,114,2.0,3.31,0.58,0.42,99,1,7.1,6.7,7.9
Bengaluru,Whitefield,19566,25204,9.1,83,1.11,2.65,0.37,0.7,92,1,8.9,7.8,5.9
Mumbai,Kandivali West,8551,54276,8.5,183,2.82,2.4,2.47,0.93,117,1,9.0,9.5,6.9
Hyderabad,Begumpet,10122,21259,6.0,159,2.33,1.57,1.03,0.94,61,1,8.9,8.8,8.0
Mumbai,Andheri West,10587,59116,8.1,98,2.8,3.41,1.06,0.54,89,1,8.9,7.9,6.9
Pune,Kharadi,10005,47695,6.5,158,2.96,2.12,0.42,0.97,102,1,8.0,7.6,6.1
Hyderabad,Kukatpally,16561,58238,8.4,188,2.46,3.08,0.79,0.58,61,1,7.4,7.5,6.2
Hyderabad,HITEC City,11921,59489,9.0,82,2.92,2.59,2.27,0.57,64,1,6.5,8.8,7.0
Mumbai,Thane West,18202,21370,8.3,194,1.17,1.02,0.74,0.57,104,1,6.2,7.3,6.0
Chennai,Guindy,19329,54325,6.5,214,1.99,1.74,0.44,0.67,113,1,6.0,8.3,9.1
Chennai,Anna Nagar,9370,27990,8.7,211,3.21,3.38,1.73,0.27,84,1,7.0,7.2,6.0
Delhi NCR,Saket,11894,23390,9.5,86,2.28,1.15,0.83,1.02,70,1,8.1,8.9,6.9
Hyderabad,Begumpet,11975,20689,5.7,212,1.04,1.82,1.7,0.41,91,1,7.4,6.8,9.0
Pune,Baner,7480,28339,8.2,207,3.33,2.57,0.98,1.16,118,1,7.1,9.4,9.0
Mumbai,Thane West,15323,18509,8.2,91,1.27,1.23,1.41,1.18,70,1,6.8,9.2,7.5
Bengaluru,Marathahalli,7769,59152,9.5,196,1.02,2.99,0.6,0.68,87,1,6.8,7.7,8.9
Pune,Kharadi,13898,33334,7.0,80,2.24,3.24,0.84,0.95,91,1,6.9,9.1,6.8
Chennai,Perungudi,11749,34457,7.4,92,3.36,1.09,1.58,0.47,103,1,8.9,9.4,7.7
Chennai,Guindy,18569,24526,6.4,73,2.79,3.06,2.89,0.27,81,1,6.6,8.6,6.0
Pune,Nigdi,17682,49276,8.0,136,2.57,2.57,1.61,1.06,97,1,7.9,7.5,5.8
Mumbai,Malad West,8545,35469,7.3,150,1.75,2.08,2.96,0.72,111,1,9.5,7.3,8.4
Delhi NCR,Noida Sec 18,10304,45267,7.3,138,2.75,2.75,2.01,0.92,66,1,9.0,8.7,6.8
Pune,Wakad,19673,18729,7.9,219,3.34,3.24,2.92,0.47,111,1,7.1,6.8,8.1
Hyderabad,Secunderabad,14154,40989,7.4,150,2.46,2.06,0.91,0.64,78,1,6.2,6.6,7.2
Chennai,Porur,6465,36637,7.8,116,1.22,1.06,2.27,0.52,103,1,6.6,9.1,7.2
Mumbai,Thane West,8483,21178,5.8,75,3.26,1.67,2.5,0.88,89,1,6.3,6.8,7.2
Chennai,Perungudi,15010,64262,6.6,159,2.04,2.52,0.82,0.29,80,1,6.1,7.0,8.1
Pune,Aundh,10448,37489,9.3,80,2.31,1.57,0.87,0.72,60,1,8.8,9.0,8.0
Bengaluru,HSR Layout,13443,49724,5.9,193,3.14,2.14,2.84,0.29,117,1,6.3,9.0,8.3
Bengaluru,Hebbal,11136,39507,7.7,79,3.22,1.12,1.31,0.84,65,1,6.3,6.2,6.7
Mumbai,Kandivali West,18934,64473,6.4,124,1.25,2.83,1.62,1.03,107,1,9.2,9.2,6.3
Hyderabad,Manikonda,7725,50644,8.1,194,1.98,1.54,1.11,1.16,105,1,7.9,6.2,6.4
Hyderabad,Jubilee Hills,10592,32675,6.0,81,2.08,2.44,0.56,0.57,72,1,8.1,7.6,7.7
Pune,Aundh,19418,34658,8.8,127,1.42,1.15,2.79,0.66,86,1,7.1,8.2,8.3
Hyderabad,Kukatpally,6706,32329,5.9,118,2.74,1.2,1.16,0.71,65,1,8.9,7.0,7.9
Bengaluru,Rajajinagar,6465,23783,9.2,151,1.1,3.22,2.14,0.57,74,1,6.8,9.3,8.1
Pune,Wakad,17724,56802,7.3,83,1.57,2.03,1.4,1.09,88,1,9.3,7.1,6.9
Bengaluru,Hebbal,7029,53594,6.0,107,2.54,1.76,1.41,0.42,70,1,8.2,8.4,7.1
Mumbai,Borivali West,6840,18713,8.4,183,2.56,1.26,2.56,0.62,102,1,6.1,7.8,8.3
Hyderabad,HITEC City,10919,53942,7.3,145,3.07,1.89,1.42,0.41,70,1,7.2,7.8,5.6
Pune,Baner,16549,51526,7.6,138,1.28,2.31,2.25,0.88,87,1,7.9,8.5,7.8
Mumbai,Bandra East,9007,36165,7.6,215,1.46,1.19,2.3,0.75,97,1,6.9,6.1,5.8
Delhi NCR,Faridabad,7085,18804,6.4,87,1.2,1.31,0.48,0.81,81,1,8.9,7.3,7.7
Mumbai,Kandivali West,10655,48304,6.5,113,2.48,3.03,2.96,0.75,86,1,6.1,8.2,7.8
Mumbai,Borivali West,6793,29484,9.2,115,1.16,2.75,2.54,1.07,111,1,8.2,9.0,7.9
Mumbai,Andheri West,19626,56732,9.5,194,1.06,2.09,2.71,0.69,94,1,9.0,6.4,6.4
Bengaluru,Whitefield,18452,18715,6.7,179,1.13,1.0,1.1,0.6,67,1,7.5,8.6,8.1
Hyderabad,Secunderabad,6475,61159,9.2,122,2.87,2.22,1.21,0.48,78,1,8.7,8.6,7.9
Mumbai,Bandra East,17729,32488,6.8,205,1.22,1.72,1.81,0.89,90,1,8.7,8.7,9.4
Delhi NCR,Greater Noida,18158,45332,6.4,89,2.21,2.25,1.58,0.68,98,1,7.3,9.0,8.2
Delhi NCR,Faridabad,19102,57841,6.8,148,1.05,2.33,0.36,1.0,89,1,7.6,6.3,9.1
Chennai,Porur,16498,31935,8.3,182,3.19,2.85,0.47,0.78,103,1,6.5,9.1,6.3
Pune,Kothrud,6038,54530,7.3,213,2.01,3.25,1.15,0.7,68,1,8.5,8.7,6.2
Bengaluru,Rajajinagar,9177,63086,6.0,107,3.04,2.39,2.73,0.56,84,1,6.9,7.2,8.9
Pune,Wakad,5638,57959,6.7,126,2.79,2.45,2.73,0.92,81,1,9.2,8.9,5.5
Hyderabad,Banjara Hills,19492,21214,6.9,92,2.5,1.21,0.72,0.52,84,1,6.3,8.8,8.9
Hyderabad,Kondapur,18537,35242,9.2,118,1.61,1.4,1.04,0.5,105,1,9.3,7.6,7.3
Pune,Aundh,16478,54832,7.1,136,1.76,1.7,0.83,1.16,72,1,7.0,6.5,6.7
Delhi NCR,Noida Sec 62,14973,30070,8.5,114,1.18,2.93,1.48,0.58,64,1,9.3,6.4,9.2
Mumbai,Thane West,7755,41522,8.0,88,1.86,2.53,2.09,0.23,65,1,6.9,8.4,5.7
Hyderabad,Gachibowli,8332,54919,6.4,182,1.38,2.79,1.28,0.63,97,1,7.3,9.2,8.1
Pune,Hinjewadi,10943,19302,5.6,85,1.55,1.34,2.21,0.37,75,1,6.2,6.7,5.6
Pune,Kharadi,10137,33031,9.2,99,1.92,1.72,2.33,0.78,94,1,6.8,9.0,8.7
Hyderabad,Kukatpally,10149,30037,5.7,212,3.48,2.87,0.92,0.98,85,1,7.7,7.7,7.2
Delhi NCR,Gurgaon DLF Phase 3,6699,53245,5.8,156,2.03,2.82,1.55,0.67,75,1,8.2,8.1,6.4
Mumbai,Kandivali West,19217,48079,6.4,125,2.44,1.01,2.64,1.04,60,1,8.3,8.1,5.8
Mumbai,Kandivali West,9167,43986,9.4,67,1.77,1.67,2.79,0.22,104,1,6.9,7.5,9.2
Bengaluru,HSR Layout,10569,54042,7.9,202,2.39,1.04,0.76,0.77,99,1,7.3,9.2,7.2
Pune,Wakad,17475,50120,6.6,115,1.39,3.19,1.07,1.01,90,1,8.3,8.1,8.0
Pune,Kothrud,6221,39956,7.6,184,1.42,2.4,1.14,0.53,117,1,7.1,7.6,8.5
Delhi NCR,Saket,10665,45460,6.9,123,1.52,2.77,2.78,1.0,60,1,7.0,8.1,6.2
Hyderabad,Begumpet,18526,42986,7.6,169,1.18,1.0,0.33,0.95,69,1,6.8,8.4,8.0
Delhi NCR,Ghaziabad,13605,20095,6.3,194,2.12,2.05,0.97,1.13,113,1,7.0,6.3,8.6
Bengaluru,Hebbal,10455,61532,5.5,139,1.22,1.76,0.54,0.79,70,1,8.8,9.5,5.7
Delhi NCR,Dwarka Sec 12,6699,42328,5.7,210,2.62,1.7,0.84,0.98,96,1,7.8,6.7,7.9
Delhi NCR,Noida Sec 18,16607,56935,7.3,111,1.48,2.69,0.51,0.32,115,1,6.5,6.7,6.1
Mumbai,Bandra East,10995,36925,8.2,140,1.26,2.73,2.25,0.32,103,1,6.3,9.1,5.7
Chennai,Sholinganallur,17044,28715,5.7,81,3.18,1.93,0.38,1.11,90,1,8.3,8.0,8.0
Delhi NCR,Ghaziabad,12552,22668,9.0,182,1.91,2.94,1.29,0.85,116,1,6.1,8.1,9.2
Mumbai,Andheri East,10668,26031,7.8,186,1.61,1.12,2.18,0.44,86,1,6.2,7.2,8.6
Bengaluru,Marathahalli,18775,42644,5.6,168,1.04,2.19,2.45,0.61,119,1,8.3,7.4,9.4
Delhi NCR,Noida Sec 62,19408,41553,8.8,119,2.96,1.27,1.33,0.95,105,1,7.7,8.6,7.7
Chennai,Porur,9073,23282,6.9,139,2.24,1.58,0.78,0.38,67,1,7.2,7.8,8.0
Bengaluru,HSR Layout,9881,39357,6.9,214,2.44,2.15,0.76,1.0,74,1,8.0,7.2,9.3
Chennai,OMR,10960,52812,9.1,74,3.16,2.52,2.89,0.46,98,1,8.7,8.9,8.4
Chennai,Adyar,14176,33310,6.9,91,3.32,1.97,0.39,1.01,102,1,8.1,8.5,7.3
Bengaluru,Yelahanka,17142,26342,9.4,101,3.11,2.69,0.79,0.2,70,1,6.8,6.1,6.2
Hyderabad,Secunderabad,14086,27573,8.5,94,1.98,1.46,0.43,0.29,93,1,6.2,9.2,8.8
Pune,Aundh,19402,35716,5.9,65,3.23,3.13,2.9,0.86,106,1,8.4,7.2,6.4
Pune,Hadapsar,11141,49893,7.3,106,1.77,2.45,2.73,0.74,65,1,7.1,7.2,8.0
Chennai,OMR,16018,62567,6.0,118,1.0,2.51,1.15,0.24,99,1,8.5,6.8,9.2
Chennai,Sholinganallur,16397,31029,7.9,111,2.44,1.46,1.98,0.99,67,1,8.1,8.6,8.0
Hyderabad,Kondapur,19883,52797,7.8,142,1.62,2.93,0.72,1.14,73,1,8.0,6.4,8.4
Pune,Wakad,8685,40719,8.1,151,3.16,1.6,2.92,0.65,77,1,7.9,9.0,9.4
Delhi NCR,Saket,19775,55353,7.6,133,2.47,2.52,2.04,0.96,97,1,9.3,9.3,7.1
Delhi NCR,Rohini Sec 15,9967,51916,7.3,130,1.89,1.01,1.24,0.37,64,1,9.5,6.9,6.0
Bengaluru,JP Nagar,12992,26535,5.6,109,2.88,1.72,2.45,1.05,106,1,8.1,7.1,8.4
Pune,Baner,19227,19476,6.3,135,2.63,2.86,2.22,0.73,97,1,6.6,6.1,6.9
Chennai,Adyar,19810,39469,9.1,166,3.14,3.19,2.23,0.86,109,1,7.6,7.4,8.8
Mumbai,Andheri East,16765,43162,8.9,192,2.46,2.19,2.8,0.77,87,1,6.4,7.0,7.5
Bengaluru,Yelahanka,15788,27827,7.2,174,1.24,1.36,0.84,1.19,108,1,6.9,7.3,6.6
Hyderabad,Gachibowli,6002,43604,9.4,98,3.46,2.53,2.14,0.52,80,1,6.2,8.8,5.9
Chennai,T Nagar,12175,19358,8.0,121,2.12,2.26,2.89,0.73,90,1,8.1,6.4,9.2
Hyderabad,Kondapur,16205,29258,8.1,101,2.95,2.97,2.29,0.93,115,1,6.5,8.2,7.2
Chennai,Velachery,8002,42725,6.4,215,1.3,2.8,1.97,0.77,106,1,6.8,9.4,9.5
Bengaluru,Electronic City,18130,27340,7.4,64,3.28,1.9,1.83,0.47,97,1,6.0,6.3,7.7
Delhi NCR,Gurgaon DLF Phase 3,19033,53499,8.7,190,3.07,3.09,1.27,1.03,88,1,9.3,6.7,8.4
Mumbai,Kandivali West,13810,30932,6.2,178,2.43,2.31,2.83,0.38,89,1,7.7,7.9,5.7
Chennai,OMR,7538,59551,6.9,143,3.25,1.65,1.56,0.42,97,1,6.2,7.8,8.6
Bengaluru,Indiranagar,9927,61510,9.1,127,1.5,2.16,1.34,0.68,98,1,7.4,9.4,6.5
Hyderabad,Miyapur,14987,49324,9.2,177,2.1,1.98,1.69,0.43,94,1,7.9,8.8,9.3
Bengaluru,Rajajinagar,16300,52797,8.1,215,1.24,2.07,2.95,0.5,79,1,8.6,8.4,7.1
Mumbai,Malad West,11819,52270,8.7,99,2.25,2.68,0.43,1.08,71,1,7.2,7.8,6.8
Pune,Baner,19825,44101,6.1,201,2.3,1.41,2.23,0.38,107,1,7.5,6.6,7.6
Mumbai,Kandivali West,5970,23402,7.0,64,2.21,1.5,1.83,0.72,69,1,7.4,7.6,7.0
Mumbai,Malad West,12206,62749,6.9,109,3.04,2.38,1.22,0.36,108,1,9.2,8.8,6.9
Hyderabad,Kukatpally,8306,18375,7.1,86,2.13,3.44,2.42,0.94,83,1,8.0,7.8,7.8
Mumbai,Malad West,15781,58969,7.6,217,1.59,2.39,2.9,0.25,117,1,9.3,8.1,7.0
Hyderabad,Jubilee Hills,19504,60852,9.4,93,1.06,1.83,2.08,0.3,68,1,6.9,8.5,8.2
Hyderabad,Kondapur,10855,35741,7.1,172,1.49,1.21,2.94,0.35,77,1,6.3,7.5,7.0
Chennai,Sholinganallur,18687,45192,8.9,184,2.6,2.66,1.79,0.86,83,1,7.6,7.5,9.2
Bengaluru,Indiranagar,7875,63222,7.1,209,1.83,1.08,0.69,0.44,107,1,6.9,6.6,7.1
Delhi NCR,Rohini Sec 15,6743,61958,7.6,194,1.69,1.85,1.22,0.63,72,1,7.7,8.2,5.8
Delhi NCR,Rohini Sec 15,10587,29624,6.5,111,2.44,2.89,1.36,1.18,62,1,7.7,8.5,7.8
Delhi NCR,Faridabad,18346,46273,8.4,135,2.28,1.56,0.85,0.81,62,1,9.4,7.0,7.0
Mumbai,Andheri West,13952,57891,5.7,79,1.55,1.16,2.42,0.69,107,1,6.9,7.1,6.8
Delhi NCR,Faridabad,18212,63848,5.9,115,1.66,2.68,1.03,0.7,67,1,6.1,8.7,5.8
Hyderabad,Manikonda,18555,50978,8.7,213,1.22,2.99,1.06,0.78,88,1,6.5,8.0,7.2
Hyderabad,Manikonda,17440,38848,8.5,115,2.09,2.95,2.46,0.23,103,1,8.7,8.4,8.4
Pune,Kothrud,5817,59434,6.2,62,2.73,3.41,2.71,0.25,71,1,7.9,6.4,8.5
Pune,Aundh,12179,51116,6.5,86,3.09,3.01,0.93,0.82,80,1,6.3,6.2,5.9
Delhi NCR,Rohini Sec 15,13660,63223,7.2,170,1.29,3.13,1.15,1.11,92,1,8.4,6.5,8.6
Pune,Kothrud,12352,62137,7.1,139,3.34,1.42,1.12,0.66,118,1,9.2,8.5,8.5
Bengaluru,Indiranagar,6957,25191,7.5,202,2.92,2.52,2.53,0.9,68,1,8.4,8.0,9.0
Bengaluru,Electronic City,15090,51158,6.6,138,1.8,2.0,0.57,0.21,69,1,6.1,6.4,7.9
Mumbai,Kandivali West,14966,39930,7.3,99,2.78,1.7,1.72,0.73,67,1,8.0,8.4,6.2
Bengaluru,HSR Layout,9745,42785,9.3,212,2.99,3.21,2.29,0.29,110,1,7.9,9.2,5.6
Pune,Hinjewadi,12376,43610,7.6,186,2.99,1.43,1.21,0.73,116,1,9.4,6.8,7.8
Hyderabad,Kukatpally,10156,58677,8.9,122,3.43,1.31,2.92,0.84,69,1,7.6,8.0,7.0
Bengaluru,JP Nagar,14772,46545,8.6,90,1.07,1.3,2.08,0.41,68,1,8.7,6.8,7.1
Mumbai,Andheri West,9119,31314,8.4,102,2.75,2.56,2.69,0.62,62,1,7.4,9.1,6.8
Delhi NCR,Noida Sec 62,17878,35267,8.7,153,1.07,2.34,0.85,0.43,104,1,6.5,8.3,6.3
Hyderabad,Manikonda,13411,25432,8.4,66,3.37,1.03,1.19,1.07,82,1,7.1,6.9,5.6
Bengaluru,HSR Layout,11888,35908,7.5,64,3.12,1.75,1.97,1.03,101,1,9.1,7.3,6.0
Chennai,Porur,19812,46484,9.1,165,3.26,1.46,0.48,1.05,117,1,6.2,8.6,6.1
Delhi NCR,Rohini Sec 15,17182,39902,8.5,168,1.47,1.13,1.97,0.68,65,1,9.2,7.7,6.5
Pune,Viman Nagar,9751,34468,7.7,103,1.16,2.98,1.93,0.78,94,1,6.3,9.0,9.3
Delhi NCR,Noida Sec 62,8630,43291,8.7,177,1.51,3.48,2.29,0.97,69,1,7.4,9.0,6.8
Mumbai,Borivali West,5921,60551,6.8,111,3.28,1.17,1.13,0.29,115,1,6.7,6.6,8.8
Chennai,Sholinganallur,7639,27951,5.7,64,1.39,2.4,1.85,0.96,80,1,9.0,8.1,8.9
Hyderabad,Miyapur,5978,55988,6.9,128,3.3,1.83,1.6,0.49,80,1,6.3,9.0,8.2
Hyderabad,Kondapur,10388,55612,7.8,65,3.31,1.61,2.78,0.22,72,1,8.8,6.7,6.4
Chennai,Anna Nagar,17668,45826,5.7,188,1.67,1.06,1.65,1.04,80,1,6.2,6.1,8.1
Chennai,Perungudi,18365,35189,6.4,187,3.25,3.16,1.08,0.46,65,1,9.2,6.5,9.0
Chennai,Porur,16238,61664,6.4,60,2.68,1.98,1.65,0.22,78,1,6.3,6.0,7.8
Mumbai,Powai,15711,22253,8.3,156,2.24,2.11,1.35,0.66,74,1,7.8,8.4,5.7
Hyderabad,Begumpet,7723,29808,7.3,161,2.27,2.29,2.68,0.76,102,1,6.4,6.8,5.8
Mumbai,Malad West,16850,48029,6.0,79,3.47,3.25,1.54,0.58,76,1,7.3,6.5,7.6
Chennai,Sholinganallur,18611,46917,6.2,192,1.81,3.23,1.19,0.61,82,1,8.3,8.9,6.1
Hyderabad,Jubilee Hills,7489,46965,8.8,101,3.05,1.66,1.11,0.99,61,1,6.5,8.1,6.7
Mumbai,Andheri West,13313,37720,6.9,82,2.59,3.0,1.69,0.52,81,1,8.0,9.4,9.0
Delhi NCR,Greater Noida,6694,37914,7.6,121,1.42,3.14,2.38,1.12,90,1,7.7,8.3,7.9
Bengaluru,Electronic City,13588,46935,6.2,169,1.96,3.1,2.54,0.31,74,1,6.6,7.1,6.5
Chennai,Porur,9005,35390,6.3,183,2.36,1.57,2.53,0.42,102,1,9.4,9.4,7.6
Chennai,Porur,16348,33903,8.3,177,2.61,3.47,2.39,0.81,106,1,8.6,9.4,8.0
Chennai,Sholinganallur,8572,53605,7.5,206,3.19,3.44,1.56,0.22,66,1,9.5,8.2,9.0
Delhi NCR,Noida Sec 18,7850,37833,7.1,212,1.82,2.81,2.38,0.31,62,1,6.1,7.9,7.4
Pune,Nigdi,5516,27190,8.7,125,1.04,3.03,1.7,0.7,63,1,6.7,9.1,6.4
Chennai,Tambaram,15667,43615,8.7,102,2.74,2.61,1.27,0.65,65,1,6.2,6.4,6.3
Delhi NCR,Ghaziabad,18255,35861,6.4,112,2.77,2.09,0.58,0.91,90,1,7.8,8.9,9.2
Hyderabad,Gachibowli,13623,21818,6.9,156,2.18,2.86,0.75,0.5,64,1,7.7,9.1,8.5
Pune,Aundh,11087,44226,6.1,96,2.46,3.41,1.73,1.03,98,1,9.3,7.3,7.0
Delhi NCR,Ghaziabad,11511,45780,5.6,92,3.39,3.43,2.01,0.78,69,1,9.1,8.4,8.7
Bengaluru,Indiranagar,6514,20875,6.1,185,1.6,1.15,1.75,0.39,104,1,6.3,7.4,5.9
Hyderabad,Kukatpally,15671,25674,6.1,119,1.97,3.26,1.21,0.75,87,1,9.4,9.4,7.6
Delhi NCR,Noida Sec 62,15791,58988,7.0,213,1.73,3.21,2.27,1.14,71,1,8.3,8.7,8.7
Bengaluru,BTM Layout,12201,42387,5.7,142,2.81,1.15,0.63,0.41,78,1,6.3,7.6,6.5
Mumbai,Powai,11279,64236,7.3,97,1.06,3.2,2.16,0.85,74,1,8.5,9.2,6.9
Hyderabad,Secunderabad,11769,31431,7.8,105,3.06,2.65,0.45,0.81,94,1,6.2,7.4,8.8
Hyderabad,Banjara Hills,16591,46926,8.6,196,2.62,1.23,2.66,0.64,71,1,9.0,6.4,7.3
Mumbai,Kandivali West,12366,57932,6.0,94,1.58,2.95,0.67,1.05,96,1,9.0,7.3,5.6
Chennai,Tambaram,18369,48145,6.2,212,1.23,2.07,2.74,0.25,71,1,9.3,8.9,7.2
Mumbai,Borivali West,15917,49318,6.0,100,3.46,1.29,2.46,1.04,77,1,7.0,9.3,8.7
Delhi NCR,Noida Sec 62,13658,56104,6.1,145,2.68,1.82,0.34,0.32,62,1,6.1,9.0,6.4
Mumbai,Andheri West,14178,31466,6.6,116,2.72,2.76,1.39,1.09,119,1,9.0,8.9,7.7
Pune,Hadapsar,12887,44208,6.9,155,1.9,3.08,0.46,0.77,96,1,6.6,8.4,6.2
Pune,Baner,13394,40369,6.6,60,3.36,1.84,1.9,1.04,94,1,6.9,6.3,8.6
Delhi NCR,Gurgaon DLF Phase 3,10974,18079,6.5,148,1.84,2.24,2.31,0.74,82,1,7.6,6.4,6.8
Pune,Nigdi,7059,41989,7.8,183,2.63,3.41,1.35,0.23,98,1,9.4,8.9,6.5
Mumbai,Andheri West,7069,25873,5.6,139,2.04,1.35,0.52,0.52,110,1,8.4,6.4,7.1
Mumbai,Navi Mumbai Vashi,6226,34174,7.1,124,1.91,1.53,2.1,1.0,84,1,8.4,6.7,7.0
Mumbai,Andheri West,9661,18788,6.0,215,2.39,2.26,2.32,0.48,60,1,8.3,8.1,8.0
Pune,Viman Nagar,16302,32870,5.5,199,1.05,3.28,1.32,0.88,110,1,7.4,6.5,8.1
Mumbai,Bandra East,13306,38020,6.3,114,2.27,1.79,1.05,1.17,94,1,7.9,8.2,6.3
Delhi NCR,Noida Sec 18,6063,23990,7.3,158,1.79,2.59,1.87,0.4,87,1,8.5,7.7,8.3
Mumbai,Kandivali West,19000,35053,6.9,177,1.76,2.35,1.69,0.51,70,1,8.0,6.1,6.8
Hyderabad,Kondapur,19320,32249,6.3,191,2.72,1.32,1.75,0.66,83,1,8.7,8.8,6.6
Mumbai,Andheri West,5756,18897,7.0,208,2.06,3.01,2.03,0.48,107,1,7.5,6.2,6.6
Mumbai,Bandra East,13525,38352,5.6,212,1.45,2.07,0.93,0.37,75,1,7.7,8.8,6.2
Bengaluru,HSR Layout,10456,51689,6.2,139,3.07,2.01,2.6,0.52,90,1,8.0,6.7,9.3
Mumbai,Navi Mumbai Vashi,13025,22309,9.3,62,1.89,1.66,1.84,1.07,73,1,9.5,6.1,7.1
Pune,Hadapsar,7030,40035,8.4,174,1.32,2.62,2.58,0.88,67,1,6.2,6.2,6.5
Chennai,Sholinganallur,13283,24530,7.5,129,1.99,3.21,0.38,0.48,115,1,7.0,7.3,6.3
Bengaluru,BTM Layout,8641,20427,6.2,95,2.17,1.78,2.34,0.24,81,1,9.4,6.0,9.4
Hyderabad,Banjara Hills,7675,47641,7.0,70,1.47,1.77,0.83,0.66,70,1,6.3,7.4,6.5
Mumbai,Borivali West,10255,49222,9.0,202,1.93,2.08,1.7,1.11,61,1,9.1,8.6,8.8
Chennai,Perungudi,12032,42761,6.7,134,2.01,1.13,2.27,0.55,107,1,9.4,7.7,8.6
Delhi NCR,Noida Sec 18,10765,47964,8.7,79,1.73,1.68,1.24,0.8,106,1,6.6,6.5,5.9
